dataset,model,true_class_index,pred_class_index,true_class_name,pred_class_name,count,row_normalized
AS25_clean,aafnet,7,16,Baroque architecture,Gothic architecture,2,0.014814814814814815
AS25_clean,aafnet,7,17,Baroque architecture,Greek Revival architecture,1,0.007407407407407408
AS25_clean,aafnet,7,18,Baroque architecture,International style,0,0.0
AS25_clean,aafnet,7,19,Baroque architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,7,20,Baroque architecture,Palladian architecture,1,0.007407407407407408
AS25_clean,aafnet,7,21,Baroque architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,7,22,Baroque architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,7,23,Baroque architecture,Romanesque architecture,4,0.02962962962962963
AS25_clean,aafnet,7,24,Baroque architecture,Russian Revival architecture,9,0.06666666666666667
AS25_clean,aafnet,7,25,Baroque architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,8,1,Bauhaus architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,8,2,Bauhaus architecture,American Foursquare architecture,2,0.02197802197802198
AS25_clean,aafnet,8,3,Bauhaus architecture,American craftsman style,0,0.0
AS25_clean,aafnet,8,4,Bauhaus architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,8,5,Bauhaus architecture,Art Deco architecture,7,0.07692307692307693
AS25_clean,aafnet,8,6,Bauhaus architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,8,7,Bauhaus architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,8,8,Bauhaus architecture,Bauhaus architecture,63,0.6923076923076923
AS25_clean,aafnet,8,9,Bauhaus architecture,Beaux-Arts architecture,1,0.01098901098901099
AS25_clean,aafnet,8,10,Bauhaus architecture,Byzantine architecture,1,0.01098901098901099
AS25_clean,aafnet,8,11,Bauhaus architecture,Chicago school architecture,2,0.02197802197802198
AS25_clean,aafnet,8,12,Bauhaus architecture,Colonial architecture,1,0.01098901098901099
AS25_clean,aafnet,8,13,Bauhaus architecture,Deconstructivism,1,0.01098901098901099
AS25_clean,aafnet,8,14,Bauhaus architecture,Edwardian architecture,1,0.01098901098901099
AS25_clean,aafnet,8,15,Bauhaus architecture,Georgian architecture,1,0.01098901098901099
AS25_clean,aafnet,8,16,Bauhaus architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,8,17,Bauhaus architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,8,18,Bauhaus architecture,International style,6,0.06593406593406594
AS25_clean,aafnet,8,19,Bauhaus architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,8,20,Bauhaus architecture,Palladian architecture,1,0.01098901098901099
AS25_clean,aafnet,8,21,Bauhaus architecture,Postmodern architecture,4,0.04395604395604396
AS25_clean,aafnet,8,22,Bauhaus architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,8,23,Bauhaus architecture,Romanesque architecture,0,0.0
AS25_clean,aafnet,8,24,Bauhaus architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,8,25,Bauhaus architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,9,1,Beaux-Arts architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,9,2,Beaux-Arts architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,9,3,Beaux-Arts architecture,American craftsman style,0,0.0
AS25_clean,aafnet,9,4,Beaux-Arts architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,9,5,Beaux-Arts architecture,Art Deco architecture,3,0.02459016393442623
AS25_clean,aafnet,9,6,Beaux-Arts architecture,Art Nouveau architecture,8,0.06557377049180328
AS25_clean,aafnet,9,7,Beaux-Arts architecture,Baroque architecture,12,0.09836065573770492
AS25_clean,aafnet,9,8,Beaux-Arts architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,9,9,Beaux-Arts architecture,Beaux-Arts architecture,55,0.45081967213114754
AS25_clean,aafnet,9,10,Beaux-Arts architecture,Byzantine architecture,1,0.00819672131147541
AS25_clean,aafnet,9,11,Beaux-Arts architecture,Chicago school architecture,7,0.05737704918032787
AS25_clean,aafnet,9,12,Beaux-Arts architecture,Colonial architecture,2,0.01639344262295082
AS25_clean,aafnet,9,13,Beaux-Arts architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,9,14,Beaux-Arts architecture,Edwardian architecture,4,0.03278688524590164
AS25_clean,aafnet,9,15,Beaux-Arts architecture,Georgian architecture,6,0.04918032786885246
AS25_clean,aafnet,9,16,Beaux-Arts architecture,Gothic architecture,1,0.00819672131147541
AS25_clean,aafnet,9,17,Beaux-Arts architecture,Greek Revival architecture,4,0.03278688524590164
AS25_clean,aafnet,9,18,Beaux-Arts architecture,International style,0,0.0
AS25_clean,aafnet,9,19,Beaux-Arts architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,9,20,Beaux-Arts architecture,Palladian architecture,8,0.06557377049180328
AS25_clean,aafnet,9,21,Beaux-Arts architecture,Postmodern architecture,2,0.01639344262295082
AS25_clean,aafnet,9,22,Beaux-Arts architecture,Queen Anne architecture,1,0.00819672131147541
AS25_clean,aafnet,9,23,Beaux-Arts architecture,Romanesque architecture,3,0.02459016393442623
AS25_clean,aafnet,9,24,Beaux-Arts architecture,Russian Revival architecture,4,0.03278688524590164
AS25_clean,aafnet,9,25,Beaux-Arts architecture,Tudor Revival architecture,1,0.00819672131147541
AS25_clean,aafnet,10,1,Byzantine architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,10,2,Byzantine architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,10,3,Byzantine architecture,American craftsman style,0,0.0
AS25_clean,aafnet,10,4,Byzantine architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,10,5,Byzantine architecture,Art Deco architecture,1,0.011111111111111112
AS25_clean,aafnet,10,6,Byzantine architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,10,7,Byzantine architecture,Baroque architecture,4,0.044444444444444446
AS25_clean,aafnet,10,8,Byzantine architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,10,9,Byzantine architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,10,10,Byzantine architecture,Byzantine architecture,63,0.7
AS25_clean,aafnet,10,11,Byzantine architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,10,12,Byzantine architecture,Colonial architecture,1,0.011111111111111112
AS25_clean,aafnet,10,13,Byzantine architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,10,14,Byzantine architecture,Edwardian architecture,0,0.0
AS25_clean,aafnet,10,15,Byzantine architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,10,16,Byzantine architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,10,17,Byzantine architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,10,18,Byzantine architecture,International style,0,0.0
AS25_clean,aafnet,10,19,Byzantine architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,10,20,Byzantine architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,10,21,Byzantine architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,10,22,Byzantine architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,10,23,Byzantine architecture,Romanesque architecture,9,0.1
AS25_clean,aafnet,10,24,Byzantine architecture,Russian Revival architecture,12,0.13333333333333333
AS25_clean,aafnet,10,25,Byzantine architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,11,1,Chicago school architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,11,2,Chicago school architecture,American Foursquare architecture,1,0.012345679012345678
AS25_clean,aafnet,11,3,Chicago school architecture,American craftsman style,0,0.0
AS25_clean,aafnet,11,4,Chicago school architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,11,5,Chicago school architecture,Art Deco architecture,4,0.04938271604938271
AS25_clean,aafnet,11,6,Chicago school architecture,Art Nouveau architecture,2,0.024691358024691357
AS25_clean,aafnet,11,7,Chicago school architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,11,8,Chicago school architecture,Bauhaus architecture,3,0.037037037037037035
AS25_clean,aafnet,11,9,Chicago school architecture,Beaux-Arts architecture,3,0.037037037037037035
AS25_clean,aafnet,11,10,Chicago school architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,11,11,Chicago school architecture,Chicago school architecture,58,0.7160493827160493
AS25_clean,aafnet,11,12,Chicago school architecture,Colonial architecture,0,0.0
AS25_clean,aafnet,11,13,Chicago school architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,11,14,Chicago school architecture,Edwardian architecture,4,0.04938271604938271
AS25_clean,aafnet,11,15,Chicago school architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,11,16,Chicago school architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,11,17,Chicago school architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,11,18,Chicago school architecture,International style,2,0.024691358024691357
AS25_clean,aafnet,11,19,Chicago school architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,11,20,Chicago school architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,11,21,Chicago school architecture,Postmodern architecture,2,0.024691358024691357
AS25_clean,aafnet,11,22,Chicago school architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,11,23,Chicago school architecture,Romanesque architecture,1,0.012345679012345678
AS25_clean,aafnet,11,24,Chicago school architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,11,25,Chicago school architecture,Tudor Revival architecture,1,0.012345679012345678
AS25_clean,aafnet,12,1,Colonial architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,12,2,Colonial architecture,American Foursquare architecture,3,0.022556390977443608
AS25_clean,aafnet,12,3,Colonial architecture,American craftsman style,7,0.05263157894736842
AS25_clean,aafnet,12,4,Colonial architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,12,5,Colonial architecture,Art Deco architecture,1,0.007518796992481203
AS25_clean,aafnet,12,6,Colonial architecture,Art Nouveau architecture,1,0.007518796992481203
AS25_clean,aafnet,12,7,Colonial architecture,Baroque architecture,11,0.08270676691729323
AS25_clean,aafnet,12,8,Colonial architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,12,9,Colonial architecture,Beaux-Arts architecture,9,0.06766917293233082
AS25_clean,aafnet,12,10,Colonial architecture,Byzantine architecture,1,0.007518796992481203
AS25_clean,aafnet,12,11,Colonial architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,12,12,Colonial architecture,Colonial architecture,52,0.39097744360902253
AS25_clean,aafnet,12,13,Colonial architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,12,14,Colonial architecture,Edwardian architecture,6,0.045112781954887216
AS25_clean,aafnet,12,15,Colonial architecture,Georgian architecture,6,0.045112781954887216
AS25_clean,aafnet,12,16,Colonial architecture,Gothic architecture,2,0.015037593984962405
AS25_clean,aafnet,12,17,Colonial architecture,Greek Revival architecture,4,0.03007518796992481
AS25_clean,aafnet,12,18,Colonial architecture,International style,0,0.0
AS25_clean,aafnet,12,19,Colonial architecture,Novelty architecture,1,0.007518796992481203
AS25_clean,aafnet,12,20,Colonial architecture,Palladian architecture,4,0.03007518796992481
AS25_clean,aafnet,12,21,Colonial architecture,Postmodern architecture,1,0.007518796992481203
AS25_clean,aafnet,12,22,Colonial architecture,Queen Anne architecture,3,0.022556390977443608
AS25_clean,aafnet,12,23,Colonial architecture,Romanesque architecture,9,0.06766917293233082
AS25_clean,aafnet,12,24,Colonial architecture,Russian Revival architecture,7,0.05263157894736842
AS25_clean,aafnet,12,25,Colonial architecture,Tudor Revival architecture,5,0.03759398496240601
AS25_clean,aafnet,13,1,Deconstructivism,Achaemenid architecture,0,0.0
AS25_clean,aafnet,13,2,Deconstructivism,American Foursquare architecture,0,0.0
AS25_clean,aafnet,13,3,Deconstructivism,American craftsman style,1,0.011111111111111112
AS25_clean,aafnet,13,4,Deconstructivism,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,13,5,Deconstructivism,Art Deco architecture,1,0.011111111111111112
AS25_clean,aafnet,13,6,Deconstructivism,Art Nouveau architecture,1,0.011111111111111112
AS25_clean,aafnet,13,7,Deconstructivism,Baroque architecture,0,0.0
AS25_clean,aafnet,13,8,Deconstructivism,Bauhaus architecture,1,0.011111111111111112
AS25_clean,aafnet,13,9,Deconstructivism,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,13,10,Deconstructivism,Byzantine architecture,0,0.0
AS25_clean,aafnet,13,11,Deconstructivism,Chicago school architecture,3,0.03333333333333333
AS25_clean,aafnet,13,12,Deconstructivism,Colonial architecture,0,0.0
AS25_clean,aafnet,13,13,Deconstructivism,Deconstructivism,70,0.7777777777777778
AS25_clean,aafnet,13,14,Deconstructivism,Edwardian architecture,0,0.0
AS25_clean,aafnet,13,15,Deconstructivism,Georgian architecture,0,0.0
AS25_clean,aafnet,13,16,Deconstructivism,Gothic architecture,0,0.0
AS25_clean,aafnet,13,17,Deconstructivism,Greek Revival architecture,0,0.0
AS25_clean,aafnet,13,18,Deconstructivism,International style,3,0.03333333333333333
AS25_clean,aafnet,13,19,Deconstructivism,Novelty architecture,1,0.011111111111111112
AS25_clean,aafnet,13,20,Deconstructivism,Palladian architecture,0,0.0
AS25_clean,aafnet,13,21,Deconstructivism,Postmodern architecture,9,0.1
AS25_clean,aafnet,13,22,Deconstructivism,Queen Anne architecture,0,0.0
AS25_clean,aafnet,13,23,Deconstructivism,Romanesque architecture,0,0.0
AS25_clean,aafnet,13,24,Deconstructivism,Russian Revival architecture,0,0.0
AS25_clean,aafnet,13,25,Deconstructivism,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,14,1,Edwardian architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,14,2,Edwardian architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,14,3,Edwardian architecture,American craftsman style,4,0.04878048780487805
AS25_clean,aafnet,14,4,Edwardian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,14,5,Edwardian architecture,Art Deco architecture,5,0.06097560975609756
AS25_clean,aafnet,14,6,Edwardian architecture,Art Nouveau architecture,3,0.036585365853658534
AS25_clean,aafnet,14,7,Edwardian architecture,Baroque architecture,3,0.036585365853658534
AS25_clean,aafnet,14,8,Edwardian architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,14,9,Edwardian architecture,Beaux-Arts architecture,3,0.036585365853658534
AS25_clean,aafnet,14,10,Edwardian architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,14,11,Edwardian architecture,Chicago school architecture,1,0.012195121951219513
AS25_clean,aafnet,14,12,Edwardian architecture,Colonial architecture,5,0.06097560975609756
AS25_clean,aafnet,14,13,Edwardian architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,14,14,Edwardian architecture,Edwardian architecture,32,0.3902439024390244
AS25_clean,aafnet,14,15,Edwardian architecture,Georgian architecture,9,0.10975609756097561
AS25_clean,aafnet,14,16,Edwardian architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,14,17,Edwardian architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,14,18,Edwardian architecture,International style,1,0.012195121951219513
AS25_clean,aafnet,14,19,Edwardian architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,14,20,Edwardian architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,14,21,Edwardian architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,14,22,Edwardian architecture,Queen Anne architecture,8,0.0975609756097561
AS25_clean,aafnet,14,23,Edwardian architecture,Romanesque architecture,2,0.024390243902439025
AS25_clean,aafnet,14,24,Edwardian architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,14,25,Edwardian architecture,Tudor Revival architecture,6,0.07317073170731707
AS25_clean,aafnet,15,1,Georgian architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,15,2,Georgian architecture,American Foursquare architecture,3,0.026785714285714284
AS25_clean,aafnet,15,3,Georgian architecture,American craftsman style,0,0.0
AS25_clean,aafnet,15,4,Georgian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,15,5,Georgian architecture,Art Deco architecture,1,0.008928571428571428
AS25_clean,aafnet,15,6,Georgian architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,15,7,Georgian architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,15,8,Georgian architecture,Bauhaus architecture,1,0.008928571428571428
AS25_clean,aafnet,15,9,Georgian architecture,Beaux-Arts architecture,3,0.026785714285714284
AS25_clean,aafnet,15,10,Georgian architecture,Byzantine architecture,2,0.017857142857142856
AS25_clean,aafnet,15,11,Georgian architecture,Chicago school architecture,1,0.008928571428571428
AS25_clean,aafnet,15,12,Georgian architecture,Colonial architecture,11,0.09821428571428571
AS25_clean,aafnet,15,13,Georgian architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,15,14,Georgian architecture,Edwardian architecture,9,0.08035714285714286
AS25_clean,aafnet,15,15,Georgian architecture,Georgian architecture,59,0.5267857142857143
AS25_clean,aafnet,15,16,Georgian architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,15,17,Georgian architecture,Greek Revival architecture,5,0.044642857142857144
AS25_clean,aafnet,15,18,Georgian architecture,International style,0,0.0
AS25_clean,aafnet,15,19,Georgian architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,15,20,Georgian architecture,Palladian architecture,10,0.08928571428571429
AS25_clean,aafnet,15,21,Georgian architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,15,22,Georgian architecture,Queen Anne architecture,2,0.017857142857142856
AS25_clean,aafnet,15,23,Georgian architecture,Romanesque architecture,1,0.008928571428571428
AS25_clean,aafnet,15,24,Georgian architecture,Russian Revival architecture,1,0.008928571428571428
AS25_clean,aafnet,15,25,Georgian architecture,Tudor Revival architecture,3,0.026785714285714284
AS25_clean,aafnet,16,1,Gothic architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,16,2,Gothic architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,16,3,Gothic architecture,American craftsman style,0,0.0
AS25_clean,aafnet,16,4,Gothic architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,16,5,Gothic architecture,Art Deco architecture,1,0.010309278350515464
AS25_clean,aafnet,16,6,Gothic architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,16,7,Gothic architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,16,8,Gothic architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,16,9,Gothic architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,16,10,Gothic architecture,Byzantine architecture,3,0.030927835051546393
AS25_clean,aafnet,16,11,Gothic architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,16,12,Gothic architecture,Colonial architecture,0,0.0
AS25_clean,aafnet,16,13,Gothic architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,16,14,Gothic architecture,Edwardian architecture,1,0.010309278350515464
AS25_clean,aafnet,16,15,Gothic architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,16,16,Gothic architecture,Gothic architecture,85,0.8762886597938144
AS25_clean,aafnet,16,17,Gothic architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,16,18,Gothic architecture,International style,0,0.0
AS25_clean,aafnet,16,19,Gothic architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,16,20,Gothic architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,16,21,Gothic architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,16,22,Gothic architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,16,23,Gothic architecture,Romanesque architecture,5,0.05154639175257732
AS25_clean,aafnet,16,24,Gothic architecture,Russian Revival architecture,1,0.010309278350515464
AS25_clean,aafnet,16,25,Gothic architecture,Tudor Revival architecture,1,0.010309278350515464
AS25_clean,aafnet,17,1,Greek Revival architecture,Achaemenid architecture,1,0.0064516129032258064
AS25_clean,aafnet,17,2,Greek Revival architecture,American Foursquare architecture,3,0.01935483870967742
AS25_clean,aafnet,17,3,Greek Revival architecture,American craftsman style,5,0.03225806451612903
AS25_clean,aafnet,17,4,Greek Revival architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,17,5,Greek Revival architecture,Art Deco architecture,0,0.0
AS25_clean,aafnet,17,6,Greek Revival architecture,Art Nouveau architecture,2,0.012903225806451613
AS25_clean,aafnet,17,7,Greek Revival architecture,Baroque architecture,4,0.025806451612903226
AS25_clean,aafnet,17,8,Greek Revival architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,17,9,Greek Revival architecture,Beaux-Arts architecture,6,0.03870967741935484
AS25_clean,aafnet,17,10,Greek Revival architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,17,11,Greek Revival architecture,Chicago school architecture,2,0.012903225806451613
AS25_clean,aafnet,17,12,Greek Revival architecture,Colonial architecture,5,0.03225806451612903
AS25_clean,aafnet,17,13,Greek Revival architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,17,14,Greek Revival architecture,Edwardian architecture,1,0.0064516129032258064
AS25_clean,aafnet,17,15,Greek Revival architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,17,16,Greek Revival architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,17,17,Greek Revival architecture,Greek Revival architecture,114,0.7354838709677419
AS25_clean,aafnet,17,18,Greek Revival architecture,International style,0,0.0
AS25_clean,aafnet,17,19,Greek Revival architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,17,20,Greek Revival architecture,Palladian architecture,7,0.04516129032258064
AS25_clean,aafnet,17,21,Greek Revival architecture,Postmodern architecture,2,0.012903225806451613
AS25_clean,aafnet,17,22,Greek Revival architecture,Queen Anne architecture,3,0.01935483870967742
AS25_clean,aafnet,17,23,Greek Revival architecture,Romanesque architecture,0,0.0
AS25_clean,aafnet,17,24,Greek Revival architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,17,25,Greek Revival architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,18,1,International style,Achaemenid architecture,0,0.0
AS25_clean,aafnet,18,2,International style,American Foursquare architecture,2,0.016260162601626018
AS25_clean,aafnet,18,3,International style,American craftsman style,3,0.024390243902439025
AS25_clean,aafnet,18,4,International style,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,18,5,International style,Art Deco architecture,4,0.032520325203252036
AS25_clean,aafnet,18,6,International style,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,18,7,International style,Baroque architecture,0,0.0
AS25_clean,aafnet,18,8,International style,Bauhaus architecture,23,0.18699186991869918
AS25_clean,aafnet,18,9,International style,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,18,10,International style,Byzantine architecture,0,0.0
AS25_clean,aafnet,18,11,International style,Chicago school architecture,2,0.016260162601626018
AS25_clean,aafnet,18,12,International style,Colonial architecture,1,0.008130081300813009
AS25_clean,aafnet,18,13,International style,Deconstructivism,7,0.056910569105691054
AS25_clean,aafnet,18,14,International style,Edwardian architecture,0,0.0
AS25_clean,aafnet,18,15,International style,Georgian architecture,0,0.0
AS25_clean,aafnet,18,16,International style,Gothic architecture,0,0.0
AS25_clean,aafnet,18,17,International style,Greek Revival architecture,0,0.0
AS25_clean,aafnet,18,18,International style,International style,64,0.5203252032520326
AS25_clean,aafnet,18,19,International style,Novelty architecture,1,0.008130081300813009
AS25_clean,aafnet,18,20,International style,Palladian architecture,0,0.0
AS25_clean,aafnet,18,21,International style,Postmodern architecture,16,0.13008130081300814
AS25_clean,aafnet,18,22,International style,Queen Anne architecture,0,0.0
AS25_clean,aafnet,18,23,International style,Romanesque architecture,0,0.0
AS25_clean,aafnet,18,24,International style,Russian Revival architecture,0,0.0
AS25_clean,aafnet,18,25,International style,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,19,1,Novelty architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,19,2,Novelty architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,19,3,Novelty architecture,American craftsman style,0,0.0
AS25_clean,aafnet,19,4,Novelty architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,19,5,Novelty architecture,Art Deco architecture,1,0.009174311926605505
AS25_clean,aafnet,19,6,Novelty architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,19,7,Novelty architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,19,8,Novelty architecture,Bauhaus architecture,1,0.009174311926605505
AS25_clean,aafnet,19,9,Novelty architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,19,10,Novelty architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,19,11,Novelty architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,19,12,Novelty architecture,Colonial architecture,0,0.0
AS25_clean,aafnet,19,13,Novelty architecture,Deconstructivism,7,0.06422018348623854
AS25_clean,aafnet,19,14,Novelty architecture,Edwardian architecture,0,0.0
AS25_clean,aafnet,19,15,Novelty architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,19,16,Novelty architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,19,17,Novelty architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,19,18,Novelty architecture,International style,2,0.01834862385321101
AS25_clean,aafnet,19,19,Novelty architecture,Novelty architecture,92,0.8440366972477065
AS25_clean,aafnet,19,20,Novelty architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,19,21,Novelty architecture,Postmodern architecture,4,0.03669724770642202
AS25_clean,aafnet,19,22,Novelty architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,19,23,Novelty architecture,Romanesque architecture,1,0.009174311926605505
AS25_clean,aafnet,19,24,Novelty architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,19,25,Novelty architecture,Tudor Revival architecture,1,0.009174311926605505
AS25_clean,aafnet,20,1,Palladian architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,20,2,Palladian architecture,American Foursquare architecture,1,0.01020408163265306
AS25_clean,aafnet,20,3,Palladian architecture,American craftsman style,1,0.01020408163265306
AS25_clean,aafnet,20,4,Palladian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,20,5,Palladian architecture,Art Deco architecture,0,0.0
AS25_clean,aafnet,20,6,Palladian architecture,Art Nouveau architecture,2,0.02040816326530612
AS25_clean,aafnet,20,7,Palladian architecture,Baroque architecture,6,0.061224489795918366
AS25_clean,aafnet,20,8,Palladian architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,20,9,Palladian architecture,Beaux-Arts architecture,3,0.030612244897959183
AS25_clean,aafnet,20,10,Palladian architecture,Byzantine architecture,1,0.01020408163265306
AS25_clean,aafnet,20,11,Palladian architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,20,12,Palladian architecture,Colonial architecture,7,0.07142857142857142
AS25_clean,aafnet,20,13,Palladian architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,20,14,Palladian architecture,Edwardian architecture,1,0.01020408163265306
AS25_clean,aafnet,20,15,Palladian architecture,Georgian architecture,7,0.07142857142857142
AS25_clean,aafnet,20,16,Palladian architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,20,17,Palladian architecture,Greek Revival architecture,16,0.16326530612244897
AS25_clean,aafnet,20,18,Palladian architecture,International style,0,0.0
AS25_clean,aafnet,20,19,Palladian architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,20,20,Palladian architecture,Palladian architecture,50,0.5102040816326531
AS25_clean,aafnet,20,21,Palladian architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,20,22,Palladian architecture,Queen Anne architecture,1,0.01020408163265306
AS25_clean,aafnet,20,23,Palladian architecture,Romanesque architecture,1,0.01020408163265306
